#====================
kp=0.1000
#n_loop, t_ms, des_pos, e, diff, position
1995,11307.23,2024,-138,21,2162
1996,11312.98,2045,-25,31,2070
1997,11318.72,2073,89,43,1984
1998,11324.45,2107,187,48,1920
1999,11330.20,2146,311,68,1835
2000,11335.95,2192,461,91,1731
2001,11341.69,2243,584,95,1659
2002,11347.43,2299,695,102,1604
2003,11353.21,2360,781,103,1579
2004,11358.99,2425,852,106,1573
2005,11364.78,2495,913,109,1582
2006,11370.56,2568,956,108,1612
2007,11376.34,2644,987,108,1657
2008,11382.14,2722,1021,112,1701
2009,11387.97,2803,1055,115,1748
2010,11393.80,2886,1084,117,1802
2011,11399.66,2969,1112,119,1857
2012,11405.54,3054,1150,126,1904
2013,11411.40,3137,1166,121,1971
2014,11417.29,3220,1183,123,2037
2015,11423.16,3302,1201,125,2101
2016,11429.02,3381,1125,89,2256
2017,11434.81,3456,1172,131,2284
2018,11440.66,3529,1144,106,2385
2019,11446.52,3599,1110,100,2489
2020,11452.36,3664,1150,127,2514
2021,11458.24,3725,1054,76,2671
2022,11464.06,3780,946,62,2834
2023,11469.83,3829,900,76,2929
2024,11475.58,3872,844,67,3028
2025,11481.36,3910,888,102,3022
2026,11487.17,3941,710,17,3231
2027,11492.94,3966,618,34,3348
2028,11498.71,3984,556,37,3428
2029,11504.47,3995,414,-1,3581
2030,11510.20,3999,267,-17,3732
2031,11515.94,3997,80,-48,3917
2032,11521.65,3987,-12,-28,3999
2033,11527.40,3971,75,33,3896
2034,11533.08,3948,-253,-123,4201
2035,11538.88,3918,-315,-50,4233
2036,11544.63,3882,-430,-77,4312
2037,11550.40,3840,-549,-90,4389
2038,11556.17,3792,-641,-91,4433
2039,11561.94,3738,-809,-131,4547
2040,11567.75,3678,-688,-32,4366
2041,11573.52,3614,-750,-93,4364
2042,11579.29,3546,-974,-164,4520
2043,11585.10,3473,-1017,-114,4490
2044,11590.95,3397,-990,-90,4387
2045,11596.74,3318,-1044,-120,4362
2046,11602.59,3236,-981,-79,4217
2047,11608.38,3153,-1026,-116,4179
2048,11614.27,3068,-1058,-115,4126
2049,11620.15,2982,-1183,-155,4165
2050,11626.00,2897,-1157,-107,4054
2051,11631.87,2812,-1233,-146,4045
2052,11637.74,2728,-1126,-80,3854
2053,11643.56,2648,-1273,-171,3921
2054,11649.41,2569,-1281,-130,3850
2055,11655.29,2493,-1276,-126,3769
2056,11661.15,2421,-1222,-106,3643
2057,11667.02,2353,-1174,-103,3527
2058,11672.92,2289,-1114,-93,3403
2059,11678.76,2232,-1019,-73,3251
2060,11684.58,2180,-974,-83,3154
2061,11690.37,2134,-916,-74,3050
2062,11696.15,2095,-862,-70,2957
2063,11701.95,2062,-909,-105,2971
2064,11707.75,2036,-829,-58,2865
2065,11713.54,2016,-589,13,2605
2066,11719.30,2004,-574,-52,2578
2067,11725.08,2000,-498,-26,2498
2068,11730.85,2002,-430,-22,2432
2069,11736.63,2012,-244,31,2256
2070,11742.39,2028,-155,11,2183
2071,11748.19,2052,-39,30,2091
2072,11753.92,2083,71,40,2012
2073,11759.62,2120,175,48,1945
2074,11765.34,2163,295,65,1868
2075,11771.08,2213,430,83,1783
2076,11776.83,2268,561,95,1707
2077,11782.58,2328,645,89,1683
2078,11788.31,2394,740,102,1654
2079,11794.09,2464,808,101,1656
2080,11799.85,2538,848,96,1690
2081,11805.59,2615,922,114,1693
2082,11811.39,2696,959,107,1737
2083,11817.18,2779,1007,115,1772
2084,11823.00,2864,1052,118,1812
2085,11828.85,2950,1097,123,1853
2086,11834.72,3038,1145,128,1893
2087,11840.60,3125,1168,123,1957
2088,11846.43,3210,1198,128,2012
2089,11852.29,3295,1218,127,2077
2090,11858.16,3377,1226,125,2151
2091,11864.00,3456,1213,117,2243
2092,11869.86,3532,1180,108,2352
2093,11875.70,3604,1174,115,2430
2094,11881.56,3671,1193,125,2478
2095,11887.41,3733,1171,110,2562
2096,11893.29,3790,1004,50,2786
2097,11899.12,3840,1034,112,2806
2098,11904.97,3884,915,55,2969
2099,11910.72,3921,867,72,3054
2100,11916.50,3951,776,50,3175
2101,11922.25,3974,677,38,3297
2102,11928.00,3990,559,20,3431
2103,11933.76,3998,471,20,3527
2104,11939.53,3999,293,-24,3706
2105,11945.30,3992,127,-37,3865
2106,11951.10,3978,21,-29,3957
2107,11956.80,3957,-97,-45,4054
2108,11962.50,3929,-31,16,3960
2109,11968.19,3894,-345,-128,4239
2110,11974.01,3852,-491,-92,4343
2111,11979.79,3803,-537,-67,4340
2112,11985.55,3748,-719,-126,4467
2113,11991.36,3687,-626,-34,4313
2114,11997.14,3622,-894,-169,4516
2115,12002.96,3551,-782,-44,4333
2116,12008.73,3476,-949,-145,4425
2117,12014.54,3397,-909,-78,4306
2118,12020.30,3316,-1118,-174,4434
2119,12026.16,3231,-1083,-97,4314
2120,12031.98,3144,-1046,-93,4190
2121,12037.83,3056,-1107,-129,4163
2122,12043.70,2968,-1214,-153,4182
2123,12049.56,2879,-1284,-149,4163
2124,12055.41,2792,-1273,-124,4065
2125,12061.28,2706,-1203,-99,3909
2126,12067.08,2623,-1332,-171,3955
2127,12072.94,2542,-1322,-129,3864
2128,12078.81,2465,-1267,-110,3732
2129,12084.67,2392,-1358,-163,3750
2130,12090.54,2324,-1287,-107,3611
2131,12096.43,2260,-1170,-81,3430
2132,12102.26,2204,-1198,-128,3402
2133,12108.14,2153,-1158,-103,3311
2134,12114.03,2109,-1017,-59,3126
2135,12119.83,2072,-966,-81,3038
2136,12125.60,2043,-901,-70,2944
2137,12131.38,2021,-841,-66,2862
2138,12137.16,2007,-709,-31,2716
2139,12142.94,2000,-577,-18,2577
2140,12148.69,2001,-472,-15,2473
2141,12154.46,2010,-473,-47,2483
2142,12160.24,2027,-378,-9,2405
2143,12166.00,2051,-198,34,2249
2144,12171.76,2082,-58,36,2140
2145,12177.46,2120,62,42,2058
2146,12183.13,2165,194,59,1971
2147,12188.90,2217,325,71,1892
2148,12194.64,2275,473,91,1802
2149,12200.39,2338,603,99,1735
2150,12206.14,2407,744,116,1663
2151,12211.92,2480,831,109,1649
2152,12217.69,2558,908,113,1650
2153,12223.47,2639,970,115,1669
2154,12229.24,2723,1045,127,1678
2155,12235.08,2810,1092,123,1718
2156,12240.93,2899,1141,128,1758
2157,12246.79,2989,1187,132,1802
2158,12252.66,3080,1247,142,1833
2159,12258.53,3169,1276,136,1893
2160,12264.40,3258,1312,142,1946
2161,12270.25,3344,1332,139,2012
2162,12276.13,3427,1350,140,2077
2163,12282.00,3507,1349,134,2158
2164,12287.81,3582,1333,128,2249
2165,12293.68,3653,1292,116,2361
2166,12299.54,3719,1283,125,2436
2167,12305.39,3779,1288,130,2491
2168,12311.25,3832,1197,92,2635
2169,12317.08,3879,1063,66,2816
2170,12322.85,3918,1085,115,2833
2171,12328.71,3950,936,48,3014
2172,12334.47,3974,870,67,3104
2173,12340.25,3990,755,41,3235
2174,12346.03,3998,646,31,3352
2175,12351.78,3999,546,24,3453
2176,12357.55,3991,388,-8,3603
2177,12363.29,3975,216,-30,3759
2178,12369.08,3952,83,-31,3869
2179,12374.78,3921,-106,-67,4027
2180,12380.53,3883,-178,-39,4061
2181,12386.30,3837,-414,-112,4251
2182,12392.12,3784,-488,-71,4272
2183,12397.88,3725,-630,-105,4355
2184,12403.71,3660,-649,-70,4309
2185,12409.48,3590,-872,-154,4462
2186,12415.31,3514,-959,-122,4473
2187,12421.13,3434,-944,-89,4378
2188,12426.90,3351,-1028,-128,4379
2189,12432.77,3264,-1280,-203,4544
2190,12438.64,3175,-1268,-123,4443
2191,12444.48,3084,-1315,-145,4399
2192,12450.32,2993,-1324,-135,4317
2193,12456.21,2901,-1395,-160,4296
2194,12462.10,2810,-1333,-114,4143
2195,12467.99,2720,-1346,-138,4066
2196,12473.86,2633,-1364,-141,3997
2197,12479.73,2549,-1481,-183,4030
2198,12485.60,2469,-1370,-103,3839
2199,12491.48,2393,-1397,-147,3790
2200,12497.34,2322,-1387,-135,3709
2201,12503.23,2257,-1472,-172,3729
2202,12509.10,2199,-1339,-94,3538
2203,12514.92,2147,-1299,-117,3446
2204,12520.81,2103,-1168,-77,3271
2205,12526.62,2066,-1104,-91,3170
2206,12532.45,2037,-1106,-111,3143
2207,12538.32,2016,-927,-39,2943
2208,12544.12,2004,-859,-65,2863
2209,12549.89,2000,-786,-56,2786
2210,12555.67,2004,-640,-20,2644
2211,12561.48,2016,-465,6,2481
2212,12567.23,2037,-395,-18,2432
2213,12573.02,2065,-323,-10,2388
2214,12578.78,2102,-93,59,2195
2215,12584.48,2145,43,45,2102
2216,12590.16,2195,183,60,2012
2217,12595.89,2252,335,79,1917
2218,12601.64,2316,504,101,1812
2219,12607.45,2385,669,116,1716
2220,12613.23,2460,795,117,1665
2221,12619.02,2540,894,119,1646
2222,12624.80,2623,1013,137,1610
2223,12630.63,2710,1098,135,1612
2224,12636.46,2800,1143,127,1657
2225,12642.31,2892,1223,146,1669
2226,12648.16,2984,1270,141,1714
2227,12654.00,3077,1321,147,1756
2228,12659.84,3169,1364,149,1805
2229,12665.73,3261,1404,152,1857
2230,12671.57,3349,1443,156,1906
2231,12677.44,3435,1475,157,1960
2232,12683.28,3517,1491,153,2026
2233,12689.16,3595,1504,154,2091
2234,12695.04,3667,1486,143,2181
2235,12700.90,3734,1398,113,2336
2236,12706.77,3794,1401,141,2393
2237,12712.63,3847,1393,136,2454
2238,12718.48,3893,1358,125,2535
2239,12724.36,3931,1161,56,2770
2240,12730.15,3961,1085,85,2876
2241,12735.95,3982,997,73,2985
2242,12741.74,3995,915,66,3080
2243,12747.49,3999,808,48,3191
2244,12753.26,3995,671,25,3324
2245,12759.04,3983,566,25,3417
2246,12764.80,3962,388,-14,3574
2247,12770.57,3932,124,-66,3808
2248,12776.38,3894,-21,-45,3915
2249,12782.14,3850,-176,-64,4026
2250,12787.92,3797,-249,-46,4046
2251,12793.68,3738,-489,-120,4227
2252,12799.50,3671,-582,-86,4253
2253,12805.28,3600,-721,-113,4321
2254,12811.09,3522,-755,-85,4277
2255,12816.84,3441,-877,-124,4318
2256,12822.67,3355,-1085,-170,4440
2257,12828.53,3266,-1260,-178,4526
2258,12834.40,3173,-1263,-127,4436
2259,12840.27,3079,-1334,-154,4413
2260,12846.14,2985,-1413,-165,4398
2261,12852.03,2890,-1550,-196,4440
2262,12857.89,2796,-1606,-177,4402
2263,12863.76,2705,-1570,-146,4275
2264,12869.61,2616,-1509,-132,4125
2265,12875.50,2530,-1628,-198,4158
2266,12881.34,2448,-1509,-115,3957
2267,12887.22,2372,-1488,-142,3860
2268,12893.10,2300,-1487,-148,3787
2269,12898.95,2236,-1492,-150,3728
2270,12904.84,2178,-1572,-181,3750
2271,12910.71,2127,-1517,-135,3644
2272,12916.60,2085,-1282,-57,3367
2273,12922.43,2051,-1237,-110,3288
2274,12928.32,2025,-1224,-118,3249
2275,12934.20,2008,-1046,-51,3054
2276,12940.02,2000,-943,-63,2943
2277,12945.80,2001,-943,-94,2944
2278,12951.57,2011,-832,-49,2843
2279,12957.36,2030,-548,30,2578
2280,12963.11,2057,-461,-20,2518
2281,12968.89,2093,-334,4,2427
2282,12974.62,2136,-168,33,2304
2283,12980.38,2187,-69,22,2256
2284,12986.09,2245,167,87,2078
2285,12991.85,2310,324,79,1986
2286,12997.61,2381,475,92,1906
2287,13003.36,2457,646,115,1811
2288,13009.16,2539,797,125,1742
2289,13014.94,2625,920,128,1705
2290,13020.72,2714,1037,138,1677
2291,13026.55,2807,1120,136,1687
2292,13032.40,2901,1203,145,1698
2293,13038.25,2997,1250,139,1747
2294,13044.10,3093,1313,150,1780
2295,13049.95,3188,1364,151,1824
2296,13055.80,3281,1439,166,1842
2297,13061.66,3372,1480,160,1892
2298,13067.52,3459,1524,165,1935
2299,13073.36,3542,1543,160,1999
2300,13079.24,3621,1556,159,2065
2301,13085.10,3693,1556,155,2137
2302,13090.96,3759,1527,144,2232
2303,13096.84,3818,1492,138,2326
2304,13102.70,3870,1437,127,2433
2305,13108.55,3913,1399,128,2514
2306,13114.41,3948,1389,135,2559
2307,13120.30,3974,1188,58,2786
2308,13126.12,3991,1084,77,2907
2309,13131.91,3999,1084,108,2915
2310,13137.76,3997,891,31,3106
2311,13143.55,3987,736,27,3251
2312,13149.34,3967,609,22,3358
2313,13155.10,3939,477,8,3462
2314,13160.79,3903,252,-42,3651
2315,13166.59,3857,17,-68,3840
2316,13172.29,3805,-47,-23,3852
2317,13178.04,3745,-85,-19,3830
2318,13183.75,3679,-447,-153,4126
2319,13189.59,3605,-439,-41,4044
2320,13195.38,3526,-633,-121,4159
2321,13201.20,3441,-777,-120,4218
2322,13207.00,3353,-916,-133,4269
2323,13212.81,3261,-1032,-138,4293
2324,13218.67,3166,-1212,-175,4378
2325,13224.54,3070,-1294,-154,4364
2326,13230.41,2972,-1408,-175,4380
2327,13236.28,2875,-1476,-168,4351
2328,13242.16,2778,-1620,-205,4398
2329,13248.02,2685,-1616,-160,4301
2330,13253.90,2593,-1658,-178,4251
2331,13259.74,2506,-1667,-169,4173
2332,13265.64,2423,-1614,-145,4037
2333,13271.47,2347,-1800,-235,4147
2334,13277.34,2276,-1717,-146,3993
2335,13283.22,2212,-1711,-169,3923
2336,13289.07,2155,-1690,-162,3845
2337,13294.95,2107,-1659,-156,3766
2338,13300.82,2067,-1603,-143,3670
2339,13306.71,2036,-1383,-72,3419
2340,13312.55,2014,-1283,-98,3297
2341,13318.39,2002,-1281,-127,3283
2342,13324.25,2000,-1163,-80,3163
2343,13330.11,2007,-963,-36,2970
2344,13335.90,2023,-852,-51,2875
2345,13341.67,2048,-749,-44,2797
2346,13347.46,2083,-517,17,2600
2347,13353.26,2126,-368,7,2494
2348,13359.00,2177,-260,6,2437
2349,13364.74,2236,-111,33,2347
2350,13370.50,2301,77,64,2224
2351,13376.22,2373,246,75,2127
2352,13381.97,2452,413,91,2039
2353,13387.72,2535,577,106,1958
2354,13393.53,2624,732,119,1892
2355,13399.34,2716,937,155,1779
2356,13405.14,2811,978,110,1833
2357,13410.94,2907,1074,136,1833
2358,13416.78,3006,1150,137,1856
2359,13422.65,3105,1223,144,1882
2360,13428.51,3202,1285,147,1917
2361,13434.36,3298,1353,155,1945
2362,13440.22,3391,1407,156,1984
2363,13446.07,3480,1442,154,2038
2364,13451.89,3563,1486,161,2077
2365,13457.76,3642,1516,160,2126
2366,13463.59,3715,1515,151,2200
2367,13469.46,3780,1495,143,2285
2368,13475.32,3838,1523,160,2315
2369,13481.18,3888,1401,103,2487
2370,13487.04,3929,1429,151,2500
2371,13492.89,3961,1323,100,2638
2372,13498.75,3984,1167,69,2817
2373,13504.54,3996,1080,81,2916
2374,13510.35,3999,999,75,3000
2375,13516.14,3993,889,55,3104
2376,13521.92,3976,758,36,3218
2377,13527.69,3951,619,20,3332
2378,13533.48,3916,480,6,3436
2379,13539.20,3873,305,-22,3568
2380,13544.96,3821,176,-21,3645
2381,13550.76,3761,-143,-110,3904
2382,13556.57,3693,-291,-73,3984
2383,13562.36,3619,-459,-96,4078
2384,13568.12,3539,-444,-39,3983
2385,13573.91,3453,-631,-119,4084
2386,13579.74,3362,-889,-166,4251
2387,13585.56,3268,-918,-100,4186
2388,13591.38,3171,-1048,-143,4219
2389,13597.24,3072,-1163,-150,4235
2390,13603.14,2971,-1350,-191,4321
2391,13608.99,2871,-1407,-157,4278
2392,13614.86,2772,-1580,-209,4352
2393,13620.74,2676,-1488,-121,4164
2394,13626.61,2583,-1642,-210,4225
2395,13632.44,2494,-1584,-141,4078
2396,13638.32,2410,-1602,-165,4012
2397,13644.17,2332,-1725,-209,4057
2398,13650.03,2261,-1722,-171,3983
2399,13655.91,2196,-1609,-127,3805
2400,13661.78,2141,-1600,-157,3741
2401,13667.67,2093,-1577,-150,3670
2402,13673.55,2055,-1528,-138,3583
2403,13679.41,2027,-1418,-108,3445
2404,13685.30,2008,-1383,-127,3391
2405,13691.14,2000,-1308,-108,3308
2406,13697.03,2002,-1180,-79,3182
2407,13702.85,2014,-983,-39,2997
2408,13708.63,2035,-870,-53,2905
2409,13714.43,2066,-826,-69,2892
2410,13720.20,2107,-603,6,2710
2411,13725.92,2156,-376,30,2532
2412,13731.70,2213,-287,-2,2500
2413,13737.46,2278,-99,46,2377
2414,13743.18,2350,91,66,2259
2415,13748.89,2428,267,79,2161
2416,13754.64,2512,435,93,2077
2417,13760.40,2601,616,115,1985
2418,13766.18,2695,777,126,1918
2419,13771.98,2792,922,135,1870
2420,13777.77,2891,1058,146,1833
2421,13783.61,2992,1159,146,1833
2422,13789.46,3093,1249,151,1844
2423,13795.32,3194,1329,156,1865
2424,13801.14,3291,1399,160,1892
2425,13807.00,3387,1467,167,1920
2426,13812.84,3478,1520,167,1958
2427,13818.68,3565,1569,171,1996
2428,13824.56,3646,1609,172,2037
2429,13830.41,3720,1616,163,2104
2430,13836.24,3786,1551,135,2235
2431,13842.14,3845,1588,169,2257
2432,13848.00,3895,1544,141,2351
2433,13853.84,3936,1475,126,2461
2434,13859.70,3967,1482,150,2485
2435,13865.54,3988,1374,105,2614
2436,13871.40,3998,1345,125,2653
2437,13877.24,3998,1195,74,2803
2438,13883.06,3988,1019,49,2969
2439,13888.85,3968,911,58,3057
2440,13894.60,3938,764,32,3174
2441,13900.32,3899,569,-1,3330
2442,13906.06,3851,403,-9,3448
2443,13911.79,3794,247,-22,3547
2444,13917.54,3729,-2,-74,3731
2445,13923.24,3658,-44,-17,3702
2446,13928.95,3579,-282,-99,3861
2447,13934.70,3494,-481,-107,3975
2448,13940.52,3404,-540,-71,3944
2449,13946.26,3310,-900,-198,4210
2450,13952.09,3211,-853,-71,4064
2451,13957.86,3111,-1158,-207,4269
2452,13963.72,3009,-1108,-95,4117
2453,13969.56,2906,-1190,-143,4096
2454,13975.44,2804,-1340,-179,4144
2455,13981.30,2704,-1348,-137,4052
2456,13987.14,2608,-1526,-206,4134
2457,13993.01,2515,-1447,-121,3962
2458,13998.85,2428,-1486,-160,3914
2459,14004.71,2347,-1521,-162,3868
2460,14010.57,2272,-1653,-204,3925
2461,14016.45,2205,-1558,-127,3763
2462,14022.31,2147,-1656,-195,3803
2463,14028.19,2097,-1535,-117,3632
2464,14034.06,2058,-1577,-170,3635
2465,14039.92,2028,-1352,-67,3380
2466,14045.72,2009,-1288,-109,3297
2467,14051.60,2000,-1296,-132,3296
2468,14057.47,2002,-1180,-83,3182
2469,14063.30,2015,-975,-35,2990
2470,14069.08,2037,-858,-50,2895
2471,14074.86,2070,-765,-48,2835
2472,14080.64,2113,-632,-23,2745
2473,14086.41,2164,-459,6,2623
2474,14092.14,2224,-249,38,2473
2475,14097.88,2292,-141,18,2433
2476,14103.63,2368,29,53,2339
2477,14109.35,2450,208,74,2242
2478,14115.07,2537,390,93,2147
2479,14120.83,2630,553,104,2077
2480,14126.63,2728,729,125,1999
2481,14132.43,2828,870,129,1958
2482,14138.23,2930,1000,139,1930
2483,14144.07,3034,1102,140,1932
2484,14149.92,3137,1193,146,1944
2485,14155.77,3240,1282,154,1958
2486,14161.62,3339,1354,157,1985
2487,14167.46,3435,1423,163,2012
2488,14173.32,3526,1489,168,2037
2489,14179.14,3611,1532,166,2079
2490,14185.00,3691,1560,164,2131
2491,14190.86,3762,1569,159,2193
2492,14196.73,3826,1571,157,2255
2493,14202.59,3880,1541,145,2339
2494,14208.45,3925,1506,140,2419
2495,14214.29,3959,1509,151,2450
2496,14220.14,3983,1416,113,2567
2497,14226.00,3997,1326,105,2671
2498,14231.85,3999,1229,93,2770
2499,14237.70,3991,1060,55,2931
2500,14243.54,3971,958,65,3013
2501,14249.28,3942,839,48,3103
2502,14255.07,3902,669,15,3233
2503,14260.80,3854,506,1,3348
2504,14266.50,3796,316,-25,3480
2505,14272.27,3729,106,-52,3623
2506,14278.05,3655,-73,-61,3728
2507,14283.79,3574,-128,-29,3702
2508,14289.53,3486,-394,-119,3880
2509,14295.38,3392,-561,-106,3953
2510,14301.19,3294,-612,-76,3906
2511,14306.93,3194,-784,-130,3978
2512,14312.77,3090,-1017,-171,4107
2513,14318.61,2985,-1036,-109,4021
2514,14324.46,2880,-1146,-147,4026
2515,14330.30,2777,-1309,-179,4086
2516,14336.18,2675,-1423,-176,4098
2517,14342.04,2577,-1382,-125,3959
2518,14347.91,2484,-1450,-165,3934
2519,14353.76,2396,-1604,-206,4000
2520,14359.63,2315,-1647,-177,3962
2521,14365.52,2242,-1547,-124,3789
2522,14371.37,2177,-1561,-160,3738
2523,14377.26,2121,-1681,-204,3802
2524,14383.13,2076,-1538,-110,3614
2525,14389.00,2040,-1504,-140,3544
2526,14394.89,2016,-1375,-98,3391
2527,14400.74,2002,-1309,-111,3311
2528,14406.58,2000,-1210,-91,3210
2529,14412.40,2009,-1099,-76,3108
2530,14418.23,2029,-965,-56,2994
2531,14424.01,2059,-941,-86,3000
2532,14429.78,2100,-737,-12,2837
2533,14435.56,2150,-583,-12,2733
2534,14441.34,2210,-415,8,2625
2535,14447.05,2278,-193,47,2471
2536,14452.79,2354,-89,22,2443
2537,14458.51,2437,91,63,2346
2538,14464.20,2525,268,79,2257
2539,14469.94,2619,458,102,2161
2540,14475.74,2719,656,125,2063
2541,14481.54,2821,885,157,1936
2542,14487.34,2926,956,116,1970
2543,14493.14,3032,1087,148,1945
2544,14498.99,3138,1179,145,1959
2545,14504.84,3242,1284,159,1958
2546,14510.68,3344,1360,158,1984
2547,14516.54,3442,1433,165,2009
2548,14522.39,3535,1498,169,2037
2549,14528.22,3622,1532,163,2090
2550,14534.08,3702,1565,166,2137
2551,14539.94,3774,1587,165,2187
2552,14545.81,3837,1578,155,2259
2553,14551.66,3891,1544,144,2347
2554,14557.52,3934,1521,145,2413
2555,14563.38,3967,1503,144,2464
2556,14569.22,3988,1394,106,2594
2557,14575.09,3999,1310,105,2689
2558,14580.96,3997,1152,67,2845
2559,14586.77,3985,1060,78,2925
2560,14592.56,3961,934,55,3027
2561,14598.31,3927,822,48,3105
2562,14604.05,3882,647,12,3235
2563,14609.82,3828,482,-1,3346
2564,14615.56,3764,273,-35,3491
2565,14621.32,3692,121,-33,3571
2566,14627.10,3611,-184,-109,3795
2567,14632.88,3524,-295,-62,3819
2568,14638.64,3431,-478,-102,3909
2569,14644.49,3332,-648,-115,3980
2570,14650.28,3230,-714,-91,3944
2571,14656.01,3126,-991,-182,4117
2572,14661.84,3019,-1139,-158,4158
2573,14667.68,2911,-1274,-167,4185
2574,14673.58,2804,-1378,-169,4182
2575,14679.43,2699,-1466,-173,4165
2576,14685.28,2598,-1554,-181,4152
2577,14691.15,2501,-1505,-135,4006
2578,14697.04,2410,-1670,-216,4080
2579,14702.88,2327,-1696,-177,4023
2580,14708.75,2251,-1725,-181,3976
2581,14714.64,2183,-1632,-135,3815
2582,14720.50,2125,-1752,-211,3877
2583,14726.37,2078,-1735,-168,3813
2584,14732.25,2041,-1699,-159,3740
2585,14738.14,2016,-1550,-110,3566
2586,14744.00,2002,-1407,-97,3409
2587,14749.84,2000,-1325,-107,3325
2588,14755.70,2010,-1216,-88,3226
2589,14761.50,2031,-1082,-68,3113
2590,14767.34,2064,-930,-47,2994
2591,14773.11,2107,-893,-78,3000
2592,14778.93,2161,-658,4,2819
2593,14784.66,2223,-495,0,2718
2594,14790.39,2295,-269,40,2564
2595,14796.16,2375,-104,39,2479
2596,14801.92,2462,35,45,2427
2597,14807.60,2554,214,75,2340
2598,14813.38,2653,404,97,2249
2599,14819.12,2755,605,120,2150
2600,14824.92,2861,784,132,2077
2601,14830.72,2968,929,136,2039
2602,14836.53,3076,1064,146,2012
2603,14842.37,3184,1172,149,2012
2604,14848.22,3290,1281,160,2009
2605,14854.07,3393,1354,157,2039
2606,14859.87,3490,1440,169,2050
2607,14865.72,3582,1494,165,2088
2608,14871.58,3667,1530,163,2137
2609,14877.45,3745,1554,162,2191
2610,14883.30,3813,1556,156,2257
2611,14889.15,3872,1533,146,2339
2612,14895.02,3920,1514,145,2406
2613,14900.86,3957,1505,147,2452
2614,14906.69,3983,1443,125,2540
2615,14912.55,3997,1369,114,2628
2616,14918.42,3999,1231,81,2768
2617,14924.25,3989,1211,115,2778
2618,14930.14,3967,1008,39,2959
2619,14935.95,3933,892,54,3041
2620,14941.69,3889,740,28,3149
2621,14947.46,3835,571,6,3264
2622,14953.19,3771,409,-7,3362
2623,14958.91,3698,222,-33,3476
2624,14964.67,3617,60,-42,3557
2625,14970.40,3528,-120,-66,3648
2626,14976.17,3433,-255,-66,3688
2627,14981.92,3334,-623,-172,3957
2628,14987.72,3229,-585,-47,3814
2629,14993.47,3122,-878,-175,4000
2630,14999.27,3013,-921,-105,3934
2631,15005.11,2903,-1063,-148,3966
2632,15011.00,2794,-1281,-193,4075
2633,15016.84,2687,-1398,-174,4085
2634,15022.67,2585,-1484,-174,4069
2635,15028.52,2487,-1551,-175,4038
2636,15034.39,2395,-1626,-185,4021
2637,15040.24,2311,-1673,-181,3984
2638,15046.10,2235,-1595,-136,3830
2639,15051.98,2168,-1719,-209,3887
2640,15057.84,2112,-1826,-214,3938
2641,15063.72,2066,-1618,-99,3684
2642,15069.53,2032,-1683,-187,3715
2643,15075.40,2010,-1575,-125,3585
2644,15081.25,2000,-1461,-111,3461
2645,15087.10,2002,-1381,-114,3383
2646,15092.96,2017,-1287,-100,3304
2647,15098.84,2044,-1071,-42,3115
2648,15104.67,2082,-998,-77,3080
2649,15110.44,2131,-785,-14,2916
2650,15116.22,2191,-647,-23,2838
2651,15122.00,2260,-490,-1,2750
2652,15127.73,2337,-218,59,2555
2653,15133.53,2424,-111,21,2535
2654,15139.28,2517,84,66,2433
2655,15144.98,2614,255,76,2359
2656,15150.69,2717,439,99,2278
2657,15156.44,2823,654,129,2169
2658,15162.23,2933,830,135,2103
2659,15168.03,3043,978,142,2065
2660,15173.83,3153,1114,152,2039
2661,15179.67,3262,1224,155,2038
2662,15185.51,3367,1330,164,2037
2663,15191.37,3469,1424,170,2045
2664,15197.19,3564,1476,163,2088
2665,15203.05,3653,1540,173,2113
2666,15208.89,3733,1495,136,2238
2667,15214.77,3804,1585,185,2219
2668,15220.62,3866,1582,157,2284
2669,15226.48,3916,1556,147,2360
2670,15232.34,3955,1529,144,2426
2671,15238.18,3982,1525,151,2457
2672,15244.04,3997,1483,135,2514
2673,15249.89,3999,1337,89,2662
2674,15255.67,3989,1407,161,2582
2675,15261.52,3966,1053,0,2913
2676,15267.28,3932,932,56,3000
2677,15273.08,3886,806,42,3080
2678,15278.82,3829,638,13,3191
2679,15284.58,3763,441,-15,3322
2680,15290.36,3686,286,-17,3400
2681,15296.12,3602,40,-69,3562
2682,15301.86,3510,-213,-97,3723
2683,15307.62,3412,-241,-32,3653
2684,15313.37,3309,-428,-98,3737
2685,15319.16,3201,-707,-154,3908
2686,15324.97,3091,-753,-89,3844
2687,15330.72,2980,-1033,-187,4013
2688,15336.57,2868,-1181,-162,4049
2689,15342.41,2757,-1187,-120,3944
2690,15348.27,2649,-1408,-207,4057
2691,15354.16,2545,-1497,-176,4042
2692,15360.03,2448,-1441,-127,3889
2693,15365.87,2357,-1627,-218,3984
2694,15371.71,2275,-1642,-168,3917
2695,15377.59,2202,-1726,-197,3928
2696,15383.44,2139,-1628,-133,3767
2697,15389.32,2087,-1641,-168,3728
2698,15395.21,2046,-1724,-197,3770
2699,15401.09,2018,-1593,-120,3611
2700,15406.96,2003,-1490,-118,3493
2701,15412.86,2000,-1408,-116,3408
2702,15418.76,2011,-1335,-111,3346
2703,15424.66,2034,-1230,-91,3264
2704,15430.47,2070,-1093,-68,3163
2705,15436.28,2117,-931,-44,3048
2706,15442.06,2175,-759,-24,2934
2707,15447.85,2244,-649,-31,2893
